123456789012345,0.0
bob,1.0
hej,1.0
fab,1.0
,1.0
bob,1.0
hej,1.0
fab,1.0
,1.0
bob,1.0
hej,1.0
fab,1.0
,1.0
bob,1.0
hej,1.0
fab,1.0
,1.0
marly,2.0
hjubk,2.0
marly,2.0
hjubk,2.0
marly,2.0
hjubk,2.0
marly,2.0
hjubk,2.0
,2.0
,2.0
,2.0
,3.0
,3.0
,3.0
,3.0
,3.0
,4.0
,4.0
,4.0
,4.0
bob,7.0
bob,7.0
bob,7.0
bob,7.0
,9.0
k,10.0
k,10.0
k,10.0
k,10.0
KIE,14.0
KIE,29.0
Fatbadonkadonks,54.0
